Counter,Date/Time,OrientPitch,OrientRoll,OrientYaw,MagnetX,MagnetY,MagnetZ,GyroX,GyroY,GyroZ,AccX,AccY,AccZ,Lat,Long
152,2022-05-13 20:24:21.121766,-0.3188,1.0541,-0.7209,14.3082,-3.3567,-24.6936,-0.0015,0.0011,-0.0019,0.0146,0.041,0.0234,-18.6474,164.3652
153,2022-05-13 20:24:26.229686,-0.3342,1.039,-0.7352,14.4804,-3.2426,-24.5761,-0.0,-0.0004,-0.0019,0.0149,0.0417,0.0273,-18.8978,164.5717
154,2022-05-13 20:24:31.333483,-0.3292,1.0611,-0.7389,14.3702,-3.3002,-24.6546,-0.0003,0.0002,-0.0016,0.0173,0.041,0.0232,-19.1476,164.7786
155,2022-05-13 20:24:36.439536,-0.3241,1.0535,-0.7432,14.3599,-3.409,-25.2286,-0.0022,-0.002,-0.0003,0.0188,0.042,0.0251,-19.3973,164.9864
156,2022-05-13 20:24:42.134384,-0.3355,1.0502,-0.7519,14.6465,-3.4558,-25.2542,-0.0006,0.0002,0.0015,0.019,0.0405,0.0268,-19.6754,165.2189
157,2022-05-13 20:24:47.244525,-0.3401,1.0458,-0.7664,14.8334,-3.5648,-25.5687,0.0043,-0.002,-0.0025,0.0215,0.0425,0.0259,-19.9246,165.4282
158,2022-05-13 20:24:52.353181,-0.3433,1.0431,-0.7715,15.1771,-3.4903,-25.9349,-0.0015,-0.0014,0.0018,0.0198,0.0417,0.0246,-20.1735,165.6383
159,2022-05-13 20:24:57.455502,-0.3442,1.0294,-0.7783,15.2407,-3.3696,-26.1599,0.0006,0.0002,0.0006,0.0212,0.0405,0.0246,-20.4217,165.8488
160,2022-05-13 20:25:02.553652,-0.3521,1.0314,-0.7841,15.2402,-3.3238,-25.6806,0.003,-0.0007,0.0006,0.0156,0.041,0.0232,-20.6694,166.0598
161,2022-05-13 20:25:08.227594,-0.356,1.0426,-0.7913,15.2105,-3.1277,-25.7867,-0.0,-0.0023,-0.0003,0.0159,0.042,0.0244,-20.9447,166.2957
162,2022-05-13 20:25:13.335421,-0.3523,1.0467,-0.7842,15.2633,-3.1116,-26.8608,-0.0009,0.0002,-0.0003,0.0156,0.042,0.0261,-21.1922,166.5087
163,2022-05-13 20:25:18.435840,-0.358,1.0512,-0.7857,15.3341,-2.8756,-26.9872,0.0012,-0.002,-0.0025,0.0132,0.041,0.0254,-21.4389,166.7222
164,2022-05-13 20:25:23.535771,-0.3619,1.0444,-0.7816,15.718,-2.7859,-26.8457,0.0024,0.0026,-0.0013,0.0195,0.0412,0.0264,-21.6853,166.9365
165,2022-05-13 20:25:28.630828,-0.3489,1.0346,-0.7869,15.7181,-2.882,-26.9276,0.0018,-0.0026,-0.0016,0.0156,0.0412,0.0256,-21.9312,167.1514
166,2022-05-13 20:25:34.291216,-0.3553,1.0447,-0.8012,15.569,-2.8246,-27.7379,0.0006,0.0008,-0.0013,0.0171,0.0407,0.0261,-22.2038,167.391
167,2022-05-13 20:25:39.394954,-0.3583,1.0427,-0.8035,15.6736,-2.9827,-27.9919,-0.0019,0.0017,0.0018,0.0222,0.0412,0.0259,-22.4493,167.608
168,2022-05-13 20:25:44.978113,-0.3592,1.0371,-0.8005,15.8526,-2.7982,-27.8811,0.0009,-0.0004,-0.0003,0.019,0.0415,0.0283,-22.7175,167.8463
169,2022-05-13 20:25:50.082092,-0.3405,1.0312,-0.7929,15.8019,-2.5844,-27.9076,0.0006,0.0008,-0.0016,0.0146,0.0415,0.0273,-22.9622,168.065
170,2022-05-13 20:25:55.318010,-0.3532,1.0182,-0.79,15.7298,-2.4524,-28.2527,-0.0015,-0.0004,0.0006,0.021,0.039,0.0268,-23.2129,168.2903
171,2022-05-13 20:26:01.155588,-0.3473,1.0181,-0.7892,15.8107,-2.4372,-27.9706,-0.0015,0.0026,-0.0009,0.0205,0.0422,0.0268,-23.4919,168.5426
172,2022-05-13 20:26:06.388881,-0.3641,1.0276,-0.8058,16.1059,-2.6325,-28.3575,-0.0012,0.002,-0.0028,0.0146,0.04,0.0251,-23.7415,168.7697
173,2022-05-13 20:26:11.491256,-0.3576,1.0223,-0.8003,15.972,-2.5285,-28.2779,-0.0,0.0011,0.0021,0.0183,0.0422,0.0251,-23.9846,168.992
174,2022-05-13 20:26:16.586763,-0.3531,1.0242,-0.8065,15.9657,-2.8492,-28.4207,0.0009,0.0008,0.0012,0.0156,0.0412,0.0278,-24.2269,169.2149
175,2022-05-13 20:26:24.745518,-0.3591,1.0396,-0.7989,16.1801,-2.7198,-28.4383,0.0006,0.0002,0.0009,0.0161,0.0429,0.0273,-24.6141,169.5739
176,2022-05-13 20:26:30.446600,-0.3489,1.0324,-0.7933,16.1783,-2.6038,-28.865,0.0036,-0.0014,-0.0019,0.0205,0.0415,0.0246,-24.8839,169.826
177,2022-05-13 20:26:35.553749,-0.3488,1.0406,-0.8046,16.5693,-2.5232,-28.821,0.0009,-0.0026,-0.0019,0.0212,0.0405,0.0251,-25.1252,170.0529
178,2022-05-13 20:26:40.660308,-0.3458,1.0391,-0.8057,16.7066,-2.4435,-29.2933,-0.0031,0.0002,-0.0003,0.0181,0.0415,0.0278,-25.3661,170.2809
179,2022-05-13 20:26:45.763309,-0.3479,1.0316,-0.7985,16.7456,-2.5884,-29.4363,-0.0012,0.0023,-0.0006,0.0198,0.041,0.0264,-25.6063,170.5095
180,2022-05-13 20:26:50.870235,-0.355,1.0347,-0.8066,16.6583,-2.6387,-30.2059,0.0003,0.0005,-0.0003,0.022,0.0415,0.022,-25.8464,170.7394
181,2022-05-13 20:26:56.775160,-0.3464,1.0203,-0.8119,16.6216,-2.2937,-30.244,0.0003,0.0002,-0.0016,0.0181,0.0407,0.0254,-26.1233,171.0065
182,2022-05-13 20:27:01.885466,-0.3411,1.0263,-0.82,16.7068,-2.6894,-30.1281,0.0003,0.0005,-0.0016,0.0171,0.042,0.0276,-26.3625,171.2387
183,2022-05-13 20:27:06.996841,-0.3453,1.0161,-0.8143,16.8681,-2.5607,-30.1169,-0.0003,-0.0001,-0.0,0.0151,0.0407,0.0266,-26.6012,171.472
184,2022-05-13 20:27:12.105085,-0.343,1.0192,-0.8137,17.1452,-2.2523,-30.1432,-0.0009,-0.0001,-0.0003,0.0149,0.0422,0.0244,-26.8394,171.7062
185,2022-05-13 20:27:17.204190,-0.3497,1.024,-0.8088,17.2203,-2.143,-30.7993,-0.0003,0.0014,0.0006,0.0183,0.0415,0.0259,-27.0766,171.941
186,2022-05-13 20:27:22.899409,-0.3435,1.029,-0.8162,17.1698,-2.1719,-30.95,0.0009,0.0023,-0.0,0.0215,0.0427,0.0278,-27.3411,172.2046
187,2022-05-13 20:27:28.011387,-0.3426,1.0347,-0.8164,17.2033,-1.8012,-30.936,0.0046,0.002,-0.0022,0.0205,0.0405,0.0251,-27.5779,172.4423
188,2022-05-13 20:27:33.114361,-0.3374,1.0389,-0.8088,17.2342,-1.7139,-30.9859,0.0021,0.0002,-0.0,0.0166,0.0405,0.0266,-27.8138,172.6808
189,2022-05-13 20:27:38.224108,-0.3453,1.0375,-0.8097,17.4561,-1.9227,-31.3616,-0.0006,0.0005,0.0015,0.0181,0.0407,0.0246,-28.0495,172.9206
190,2022-05-13 20:27:43.330656,-0.3372,1.0285,-0.8105,17.6202,-2.2516,-31.3318,0.0027,-0.0004,-0.0009,0.021,0.0422,0.0271,-28.2846,173.1615
191,2022-05-13 20:27:49.028606,-0.3321,1.0393,-0.8094,17.4657,-2.0511,-31.1891,0.0003,-0.0014,0.0009,0.0159,0.0425,0.0249,-28.5462,173.4315
192,2022-05-13 20:27:54.134831,-0.3259,1.0387,-0.8126,17.7384,-1.8632,-31.2349,-0.0006,0.002,0.0009,0.0161,0.0415,0.0249,-28.7802,173.6748
193,2022-05-13 20:27:59.235055,-0.3374,1.0496,-0.8192,17.849,-1.7807,-31.7866,0.0006,0.0002,0.0009,0.0149,0.042,0.0261,-29.0133,173.9189
194,2022-05-13 20:28:04.345462,-0.3307,1.0372,-0.8067,17.9828,-1.5591,-31.6535,-0.0015,-0.0001,-0.0,0.0137,0.0429,0.0256,-29.2464,174.1647
195,2022-05-13 20:28:09.453929,-0.3234,1.0374,-0.8184,18.1116,-1.3553,-31.8374,0.0018,0.0023,-0.0009,0.0154,0.0407,0.0259,-29.4788,174.4116
196,2022-05-13 20:28:15.166509,-0.317,1.0485,-0.8275,18.2247,-1.3594,-32.0261,0.0021,0.0002,-0.0003,0.0207,0.0417,0.0256,-29.738,174.6892
197,2022-05-13 20:28:20.270194,-0.3084,1.0436,-0.8217,18.3596,-1.4543,-32.4054,-0.0012,0.002,-0.0009,0.0166,0.0398,0.0249,-29.969,174.9385
198,2022-05-13 20:28:25.376975,-0.3083,1.0521,-0.8256,18.5714,-1.8587,-32.3074,0.0012,0.0005,-0.0016,0.0181,0.0417,0.0232,-30.1996,175.1892
199,2022-05-13 20:28:30.480073,-0.307,1.0479,-0.8336,18.5182,-1.6651,-32.4683,0.0015,-0.0011,-0.0016,0.0142,0.042,0.0239,-30.4295,175.4409
200,2022-05-13 20:28:35.587758,-0.3143,1.0564,-0.8425,18.3451,-1.1465,-32.5442,0.0006,0.0002,-0.0006,0.0151,0.0395,0.0264,-30.6589,175.6942
201,2022-05-13 20:28:41.276423,-0.3186,1.047,-0.8544,18.5947,-1.2228,-32.229,0.0009,0.0023,-0.0006,0.0205,0.0412,0.0264,-30.9138,175.9778
202,2022-05-13 20:28:46.374757,-0.3286,1.0541,-0.8535,18.7819,-1.0264,-32.4503,-0.0006,0.0017,-0.0019,0.0195,0.0417,0.0239,-31.1416,176.2334
203,2022-05-13 20:28:51.485662,-0.333,1.0576,-0.8607,18.9393,-1.0926,-32.6249,-0.0016,-0.0014,-0.0,0.0173,0.0427,0.0259,-31.3693,176.4908
204,2022-05-13 20:28:56.584534,-0.3307,1.0532,-0.8616,18.9635,-0.8732,-32.8679,-0.0022,0.0014,0.0003,0.0154,0.0417,0.0268,-31.5959,176.749
205,2022-05-13 20:29:01.672752,-0.3375,1.0569,-0.8593,19.2171,-0.6938,-33.0209,-0.0012,-0.0017,0.0012,0.0203,0.041,0.0249,-31.8214,177.0081
206,2022-05-13 20:29:07.370304,-0.3446,1.0599,-0.8608,19.3746,-1.1869,-33.3637,-0.0031,0.0026,-0.0019,0.0154,0.0412,0.0281,-32.0731,177.2997
207,2022-05-13 20:29:12.484876,-0.3399,1.0513,-0.8641,19.7208,-1.2684,-33.2255,-0.0003,-0.0001,0.0015,0.0198,0.0415,0.0266,-32.2984,177.563
208,2022-05-13 20:29:17.583887,-0.3506,1.0365,-0.8707,19.7542,-1.1233,-33.2909,0.0024,-0.0017,-0.0,0.0163,0.0425,0.0254,-32.5223,177.8268
209,2022-05-13 20:29:22.693997,-0.3516,1.0365,-0.8817,19.6806,-0.9087,-33.3835,-0.0,-0.0008,-0.0009,0.0185,0.0432,0.0249,-32.7461,178.0927
210,2022-05-13 20:29:27.793419,-0.3623,1.0323,-0.8644,19.4467,-0.9551,-33.0217,0.0003,-0.0001,0.0009,0.0159,0.0405,0.0234,-32.9687,178.3594
211,2022-05-13 20:29:33.501025,-0.3612,1.0404,-0.862,19.7214,-0.9791,-33.2566,0.0021,-0.0004,-0.0009,0.0163,0.0422,0.0246,-33.2171,178.6597
212,2022-05-13 20:29:38.609994,-0.3622,1.0291,-0.8701,19.6144,-1.0395,-33.1915,-0.0009,0.0005,0.0027,0.0149,0.0417,0.0256,-33.4387,178.9299
213,2022-05-13 20:29:43.707788,-0.3615,1.0272,-0.8621,19.594,-0.7012,-34.1116,0.0006,-0.0008,-0.0003,0.0146,0.0407,0.0237,-33.6591,179.2011
214,2022-05-13 20:29:48.819492,-0.3508,1.0295,-0.8655,19.6976,-0.6017,-34.4691,-0.0006,0.0008,-0.0006,0.0122,0.042,0.0259,-33.8794,179.4744
215,2022-05-13 20:29:53.918930,-0.3543,1.0342,-0.8658,19.9829,-0.633,-34.2279,0.0021,-0.0023,0.0009,0.0185,0.0407,0.0276,-34.0985,179.7487
216,2022-05-13 20:29:59.605089,-0.3573,1.0256,-0.8651,20.111,-0.6265,-34.0738,-0.0003,0.002,-0.0022,0.0173,0.0398,0.0261,-34.3419,-179.9437
217,2022-05-13 20:30:04.716734,-0.3657,1.0116,-0.8519,20.1442,-0.4513,-34.2148,-0.0009,0.0008,-0.0009,0.0173,0.0405,0.0261,-34.5599,-179.6656
218,2022-05-13 20:30:09.833913,-0.3635,1.0047,-0.8552,20.3994,-0.4294,-34.4678,0.0015,0.0005,-0.0,0.019,0.04,0.0268,-34.7774,-179.3856
219,2022-05-13 20:30:14.934115,-0.3512,0.9979,-0.8538,20.5692,-0.2496,-34.5594,0.0012,0.0002,-0.0003,0.0193,0.0405,0.0266,-34.9935,-179.105
220,2022-05-13 20:30:20.043517,-0.3617,0.9977,-0.8617,20.5141,-0.3595,-34.7477,-0.0,0.0005,0.0009,0.021,0.042,0.0264,-35.2092,-178.8222
221,2022-05-13 20:30:25.993246,-0.3592,1.0076,-0.8648,20.6388,-0.7476,-34.4923,-0.0,0.0011,0.0015,0.0156,0.0429,0.0249,-35.4593,-178.491
222,2022-05-13 20:30:31.101644,-0.3549,1.0051,-0.858,20.7934,-0.1489,-35.1542,0.0018,-0.0008,-0.0003,0.0144,0.0417,0.0256,-35.6732,-178.2049
223,2022-05-13 20:30:36.200674,-0.3573,1.0071,-0.8485,21.0523,-0.2301,-34.8446,-0.0019,-0.0008,-0.0,0.0132,0.0415,0.0266,-35.8859,-177.9176
224,2022-05-13 20:30:41.311493,-0.3509,1.0099,-0.8568,21.3622,-0.3193,-34.5233,0.0009,-0.0011,-0.0009,0.0142,0.042,0.0246,-36.0983,-177.6281
225,2022-05-13 20:30:46.411409,-0.3544,1.002,-0.8593,22.1117,-0.5132,-34.3958,-0.0,-0.0014,-0.0006,0.0181,0.0415,0.0273,-36.3095,-177.3375
226,2022-05-13 20:30:52.118794,-0.3569,1.0066,-0.867,21.8083,-0.9056,-34.5629,0.0015,-0.0032,-0.0006,0.0173,0.0417,0.0251,-36.5448,-177.0103
227,2022-05-13 20:30:57.224973,-0.3513,1.0158,-0.8568,22.0493,-0.5953,-34.4585,-0.0003,-0.0001,-0.0,0.0171,0.042,0.0242,-36.7545,-176.7157
228,2022-05-13 20:31:02.327531,-0.3487,1.0105,-0.856,21.9154,-0.4619,-34.3848,-0.0016,-0.0004,0.0009,0.0222,0.041,0.0251,-36.9631,-176.4197
229,2022-05-13 20:31:07.426913,-0.3513,1.0154,-0.8634,21.6382,-0.1967,-34.2649,-0.0006,0.0002,-0.0003,0.0212,0.0412,0.0249,-37.1707,-176.1222
230,2022-05-13 20:31:12.529785,-0.3461,1.0045,-0.8583,21.6961,0.3758,-34.4814,-0.0009,-0.0004,0.0003,0.0137,0.0427,0.0264,-37.3776,-175.8227
231,2022-05-13 20:31:18.198475,-0.3512,1.0026,-0.8499,21.854,0.2751,-35.1007,0.0009,-0.0011,-0.0003,0.0142,0.042,0.0266,-37.6065,-175.4878
232,2022-05-13 20:31:23.294186,-0.3484,1.0029,-0.8437,22.0089,0.3357,-35.3756,-0.0028,0.0002,0.0015,0.022,0.0425,0.0283,-37.8112,-175.1851
233,2022-05-13 20:31:28.401081,-0.3538,1.0107,-0.8608,22.0577,0.2982,-35.328,0.0009,-0.0004,0.0006,0.0205,0.0407,0.0273,-38.0155,-174.8798
234,2022-05-13 20:31:33.496043,-0.3441,0.9998,-0.8592,21.8155,0.3712,-35.4798,-0.0006,-0.0007,-0.0,0.0144,0.0412,0.0242,-38.2183,-174.5735
235,2022-05-13 20:31:38.602896,-0.3485,1.0118,-0.8594,21.7536,0.4485,-35.3009,0.0006,-0.0001,-0.0006,0.0149,0.041,0.0246,-38.4208,-174.2646
236,2022-05-13 20:31:44.324111,-0.3479,1.0334,-0.8524,22.1855,-0.0104,-35.2011,0.0024,-0.0001,-0.0,0.0193,0.0403,0.0222,-38.6464,-173.9164
237,2022-05-13 20:31:49.428864,-0.3347,1.0444,-0.8558,22.2254,0.2283,-34.9419,-0.0016,-0.0004,-0.0006,0.022,0.041,0.0261,-38.8467,-173.6038
238,2022-05-13 20:31:54.591080,-0.3317,1.0405,-0.8512,22.3536,0.1338,-35.0655,0.0009,-0.0017,-0.0009,0.0203,0.0412,0.0259,-39.0483,-173.2857
239,2022-05-13 20:31:59.694894,-0.3364,1.0379,-0.8614,22.6171,0.0846,-35.0246,0.0024,-0.0011,0.0009,0.0205,0.041,0.0266,-39.2467,-172.9693
240,2022-05-13 20:32:04.792362,-0.3414,1.029,-0.8552,22.6871,0.1475,-35.4434,0.0006,-0.0001,-0.0003,0.0161,0.042,0.0271,-39.4438,-172.6514
241,2022-05-13 20:32:10.465154,-0.3428,1.0354,-0.8605,22.6629,0.2581,-35.5213,0.0003,-0.0017,0.0012,0.0151,0.0407,0.0261,-39.6619,-172.2955
242,2022-05-13 20:32:15.565427,-0.3359,1.0324,-0.8516,22.749,0.4335,-35.6022,0.0018,-0.0014,-0.0022,0.0168,0.0405,0.0264,-39.857,-171.9735
243,2022-05-13 20:32:20.660133,-0.335,1.0306,-0.8512,22.8475,0.4054,-36.0159,0.0009,0.0005,-0.0006,0.0178,0.0415,0.0259,-40.0508,-171.6497
244,2022-05-13 20:32:25.767210,-0.3365,1.0229,-0.8502,22.8992,0.3782,-35.564,0.0021,-0.0007,0.0015,0.0207,0.0412,0.0251,-40.244,-171.3234
245,2022-05-13 20:32:30.877090,-0.3476,1.0331,-0.8465,23.1296,0.6344,-35.5217,-0.0003,-0.0007,-0.0,0.0207,0.0425,0.0244,-40.4363,-170.9949
246,2022-05-13 20:32:36.615612,-0.3487,1.0286,-0.8396,23.3307,0.3359,-35.6441,-0.0,0.0017,0.0018,0.0229,0.0415,0.0268,-40.651,-170.6235
247,2022-05-13 20:32:41.714454,-0.3505,1.0097,-0.8401,23.4124,0.6684,-35.5716,0.0015,0.0011,0.0009,0.0203,0.042,0.029,-40.8406,-170.2915
248,2022-05-13 20:32:46.824775,-0.3526,1.0061,-0.8412,23.4446,0.4997,-35.5427,0.0012,0.0011,0.0009,0.0203,0.0415,0.0249,-41.0295,-169.9567
249,2022-05-13 20:32:51.934843,-0.3566,1.0151,-0.8388,23.4614,0.4713,-35.5578,0.0015,-0.0038,0.0009,0.0207,0.0405,0.0276,-41.2173,-169.6199
250,2022-05-13 20:32:57.032669,-0.3542,1.0218,-0.8417,23.3826,0.8847,-35.8437,0.0012,0.0005,0.0012,0.0163,0.0407,0.0273,-41.4036,-169.2818
251,2022-05-13 20:33:02.735187,-0.356,1.0272,-0.853,23.2885,0.7831,-35.5922,0.0033,-0.0001,-0.0009,0.0139,0.042,0.0271,-41.6105,-168.9013
252,2022-05-13 20:33:07.829969,-0.3536,1.0293,-0.8599,23.5906,1.2888,-35.9589,-0.0,-0.0011,0.0003,0.0176,0.0395,0.0259,-41.7942,-168.5591
253,2022-05-13 20:33:12.941862,-0.3602,1.03,-0.8683,23.9145,1.2531,-36.1833,0.0018,0.0002,-0.0012,0.0168,0.0415,0.0254,-41.9773,-168.2138
254,2022-05-13 20:33:18.043587,-0.3628,1.0333,-0.8723,24.0695,1.2381,-36.3648,0.0006,0.002,-0.0003,0.0205,0.042,0.0281,-42.1589,-167.8669
255,2022-05-13 20:33:23.141883,-0.3607,1.0282,-0.8703,24.242,1.4121,-36.516,0.0009,0.002,-0.0006,0.019,0.042,0.0285,-42.3392,-167.5183
256,2022-05-13 20:33:28.881837,-0.3694,1.0342,-0.873,24.4416,1.3987,-36.4378,-0.0003,-0.0011,0.0009,0.0207,0.0422,0.0246,-42.5407,-167.1232
257,2022-05-13 20:33:33.981111,-0.3707,1.0325,-0.8598,24.5225,1.3952,-36.4119,0.0003,0.0023,0.0015,0.0215,0.0427,0.0273,-42.7185,-166.7699
258,2022-05-13 20:33:39.092699,-0.3633,1.0382,-0.8573,24.5661,1.2924,-36.3733,0.0027,-0.0004,-0.0006,0.0205,0.0417,0.0285,-42.8953,-166.4139
259,2022-05-13 20:33:44.194142,-0.3669,1.0487,-0.861,24.5279,1.3158,-36.3202,0.0015,0.0008,-0.0009,0.0154,0.0417,0.0246,-43.0707,-166.0562
260,2022-05-13 20:33:49.292006,-0.3729,1.0393,-0.8609,24.8426,1.3707,-36.6176,0.0003,-0.0001,-0.0009,0.0137,0.042,0.0268,-43.2446,-165.6966
261,2022-05-13 20:33:55.096977,-0.3692,1.0385,-0.865,24.6484,1.3391,-36.5928,-0.0003,0.0026,0.0006,0.021,0.0415,0.0259,-43.4411,-165.2847
262,2022-05-13 20:34:00.192554,-0.3654,1.047,-0.8659,24.7881,1.4097,-36.7297,0.0015,0.0005,0.0006,0.0134,0.0422,0.0259,-43.6122,-164.9206
263,2022-05-13 20:34:05.295203,-0.3583,1.0498,-0.8738,24.9592,1.5911,-36.9212,0.0024,-0.0023,-0.0025,0.0163,0.0405,0.0259,-43.7822,-164.554
264,2022-05-13 20:34:10.395143,-0.3571,1.045,-0.8767,25.0181,1.6977,-36.7739,-0.0003,0.0011,-0.0019,0.0207,0.041,0.0264,-43.9508,-164.1853
265,2022-05-13 20:34:15.500808,-0.3521,1.0634,-0.8746,25.0739,1.6441,-36.4966,0.0021,0.0005,-0.0012,0.0188,0.0403,0.0264,-44.1182,-163.814
266,2022-05-13 20:34:21.179321,-0.3484,1.0647,-0.8718,25.3369,1.5167,-36.5565,-0.0006,0.0011,-0.0016,0.0171,0.0412,0.0229,-44.3028,-163.3985
267,2022-05-13 20:34:26.279505,-0.3385,1.0645,-0.8637,25.6771,1.5959,-36.467,0.0018,-0.0007,-0.0006,0.0203,0.042,0.0232,-44.4672,-163.023
268,2022-05-13 20:34:31.382315,-0.3379,1.0675,-0.8632,25.7367,1.6765,-35.9703,0.0027,0.0011,-0.0006,0.019,0.0429,0.0254,-44.6302,-162.6451
269,2022-05-13 20:34:36.480718,-0.3437,1.0843,-0.866,25.7625,2.0739,-36.364,0.0003,0.0023,0.0012,0.0137,0.0417,0.0254,-44.7918,-162.2652
270,2022-05-13 20:34:41.573044,-0.3393,1.0802,-0.8546,25.6516,1.9308,-36.3613,0.0018,0.0032,0.0003,0.0205,0.0405,0.0249,-44.9517,-161.8836
271,2022-05-13 20:34:47.277934,-0.3369,1.08,-0.8446,25.895,1.9448,-36.7205,0.0027,0.0002,-0.0016,0.0224,0.0412,0.0246,-45.1291,-161.4534
272,2022-05-13 20:34:52.390422,-0.3301,1.0683,-0.851,25.9045,1.9759,-36.7985,0.0021,0.0002,-0.0006,0.02,0.0405,0.0268,-45.2865,-161.0657
273,2022-05-13 20:34:57.489678,-0.3401,1.0786,-0.8608,26.1113,1.9571,-36.6501,0.0024,0.0002,-0.0006,0.0217,0.0403,0.0268,-45.4421,-160.6765
274,2022-05-13 20:35:02.584225,-0.3423,1.0866,-0.8578,26.4418,2.0018,-36.4119,0.003,0.0008,0.0015,0.0144,0.042,0.0256,-45.5961,-160.2855
275,2022-05-13 20:35:07.689760,-0.3551,1.0898,-0.8613,26.5339,1.9579,-36.8285,0.003,-0.0026,0.0012,0.0151,0.04,0.0261,-45.7488,-159.8915
276,2022-05-13 20:35:13.344818,-0.3588,1.082,-0.8789,26.3071,2.8268,-36.8224,-0.0013,-0.0004,0.0009,0.0188,0.0417,0.0249,-45.9163,-159.4524
277,2022-05-13 20:35:18.455727,-0.3662,1.0792,-0.8833,26.5824,3.0631,-36.8738,-0.0006,0.0011,0.0006,0.0176,0.0405,0.0268,-46.066,-159.0532
278,2022-05-13 20:35:23.553531,-0.3642,1.0692,-0.8818,26.4478,2.7329,-36.8492,0.0009,0.0002,0.0015,0.0137,0.0427,0.0276,-46.2138,-158.6527
279,2022-05-13 20:35:28.651837,-0.3665,1.0563,-0.8695,26.3583,2.8365,-36.5778,0.0006,-0.0017,0.0012,0.0224,0.042,0.0278,-46.36,-158.25
280,2022-05-13 20:35:33.759179,-0.3718,1.0521,-0.879,26.5976,2.7639,-36.6992,0.0015,-0.0011,0.0003,0.0207,0.0412,0.0261,-46.5048,-157.8443
281,2022-05-13 20:35:39.491160,-0.3725,1.0283,-0.8623,26.5903,2.9552,-36.1013,-0.0013,-0.0007,-0.0006,0.0203,0.0407,0.0271,-46.6655,-157.3862
282,2022-05-13 20:35:44.590413,-0.3752,1.0421,-0.8551,26.6946,3.0239,-36.4723,0.0039,-0.0001,-0.0009,0.0193,0.041,0.0239,-46.8068,-156.9763
283,2022-05-13 20:35:49.697988,-0.3714,1.0351,-0.8564,27.0146,2.5695,-36.5774,0.0009,-0.0004,0.0012,0.0203,0.0417,0.0244,-46.9466,-156.5636
284,2022-05-13 20:35:54.807074,-0.3821,1.0426,-0.8564,26.9896,2.744,-37.3815,-0.0006,0.0023,-0.0003,0.021,0.0427,0.0254,-47.0848,-156.1485
285,2022-05-13 20:35:59.909074,-0.3901,1.0501,-0.8564,27.2639,3.0632,-36.6314,0.0003,-0.0026,0.0009,0.0168,0.042,0.0237,-47.2212,-155.7317
286,2022-05-13 20:36:05.854079,-0.3935,1.0591,-0.8519,27.4198,3.0896,-36.5535,0.0021,-0.0004,-0.0003,0.0149,0.0407,0.0264,-47.3779,-155.2432
287,2022-05-13 20:36:10.958110,-0.3935,1.0636,-0.8525,27.4723,2.8886,-36.4141,0.0003,0.0005,0.0009,0.0212,0.041,0.0244,-47.5106,-154.8215
288,2022-05-13 20:36:16.055442,-0.3862,1.0692,-0.8505,27.5034,2.9916,-36.7632,0.0033,-0.0014,-0.0022,0.0212,0.041,0.0242,-47.6415,-154.398
289,2022-05-13 20:36:21.164923,-0.3873,1.0711,-0.8443,27.5631,3.0633,-36.3781,0.0015,0.0023,-0.0,0.0215,0.042,0.0259,-47.7709,-153.9713
290,2022-05-13 20:36:26.274706,-0.3842,1.0719,-0.8421,27.4909,3.2405,-36.6228,0.0003,0.0008,0.0003,0.021,0.041,0.0229,-47.8986,-153.5424
291,2022-05-13 20:36:32.171130,-0.3878,1.0643,-0.8336,27.4781,3.4334,-36.5743,0.0027,0.0005,-0.0006,0.0203,0.0417,0.0256,-48.0437,-153.0447
292,2022-05-13 20:36:37.274356,-0.3818,1.0498,-0.8322,27.57,3.7878,-36.8176,0.0021,0.002,-0.0028,0.0154,0.042,0.0259,-48.1673,-152.6118
293,2022-05-13 20:36:42.372260,-0.3843,1.0532,-0.8245,28.1676,3.7086,-36.3812,0.0012,0.0002,-0.0,0.0161,0.0403,0.0244,-48.2891,-152.1769
294,2022-05-13 20:36:47.475541,-0.3876,1.047,-0.8191,28.3008,3.6748,-36.6101,0.0003,-0.0007,0.0003,0.0217,0.0415,0.0254,-48.4091,-151.7396
295,2022-05-13 20:36:52.570303,-0.3754,1.0504,-0.8254,28.2086,3.7425,-36.4466,0.0009,0.0014,0.0012,0.0137,0.0412,0.0254,-48.5271,-151.3008
296,2022-05-13 20:36:58.250140,-0.3735,1.0496,-0.8377,28.3801,3.5171,-36.0725,0.0033,0.0035,0.0012,0.0185,0.042,0.0278,-48.6564,-150.8092
297,2022-05-13 20:37:03.349930,-0.3721,1.0437,-0.8339,28.449,3.944,-36.253,0.0009,0.0005,0.0003,0.0146,0.0407,0.0266,-48.7706,-150.3655
298,2022-05-13 20:37:08.584625,-0.3639,1.0367,-0.8196,28.5464,3.9321,-36.3346,0.0015,0.0023,0.0012,0.019,0.0429,0.0273,-48.8859,-149.9079
299,2022-05-13 20:37:13.812769,-0.3653,1.039,-0.815,28.617,4.0089,-36.1362,-0.0022,0.0002,-0.0022,0.0195,0.0439,0.0281,-48.999,-149.4487
300,2022-05-13 20:37:19.052402,-0.3629,1.0333,-0.8054,28.8659,4.03,-36.1434,0.0012,-0.0023,0.0012,0.0227,0.0417,0.0239,-49.1103,-148.9864
